nimi,gml_id,kunta,vuosi,namn,name,municipality_name_fi,municipality_name_sv,municipality_name_en,kuntaryhmitys_code,kuntaryhmitys_name_fi,kuntaryhmitys_name_sv,kuntaryhmitys_name_en,avi_code,avi_name_fi,avi_name_sv,avi_name_en,ely_code,ely_name_fi,ely_name_sv,ely_name_en,maakunta_code,maakunta_name_fi,maakunta_name_sv,maakunta_name_en,kielisuhde_code,kielisuhde_name_fi,kielisuhde_name_sv,kielisuhde_name_en,seutukunta_code,seutukunta_name_fi,seutukunta_name_sv,seutukunta_name_en,year,suuralue_code,suuralue_name_fi,suuralue_name_sv,suuralue_name_en,sairaanhoitop_code,sairaanhoitop_name_fi,sairaanhoitop_name_sv,sairaanhoitop_name_en,nuts1_code,nuts1_name_fi,nuts1_name_sv,nuts1_name_en,nuts2_code,nuts2_name_fi,nuts2_name_sv,nuts2_name_en,nuts3_code,nuts3_name_fi,nuts3_name_sv,nuts3_name_en,vaalipiiri_code,vaalipiiri_name_fi,vaalipiiri_name_sv,vaalipiiri_name_en,hyvinvointialue_code,hyvinvointialue_name_fi,hyvinvointialue_name_sv,hyvinvointialue_name_en,municipality_code,kunta_name,name_fi,name_sv,erva_code,erva_name_fi,erva_name_sv,erva_name_en,kela_vakuutuspiiri_name_fi,kela_vakuutuspiiri_code,kela_vakuutuspiiri_name_sv,kela_vakuutuspiiri_name_en,kela_asumistukialue_name_fi,kela_asumistukialue_code,kela_asumistukialue_name_sv,kela_asumistukialue_name_en,pienituloisuusaste,mokit_lkm,lights_mean
Kaavi,kunta4500k_2022.69,"204","2022",Kaavi,Kaavi,Kaavi,Kaavi,Kaavi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"8",Pohjois-Savon ELY-keskus,NTM-centralen i Norra Savolax,North Savo ELY Centre,"11",Pohjois-Savo,Norra Savolax,North Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"113",Koillis-Savo,Nordöstra Savolax,Koillis-Savo,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"13",Pohjois-Savon SHP,Norra Savolax SVD,North Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D2,Pohjois-Savo,Norra Savolax,North Savo,"9",Savo-Karjalan vaalipiiri,Savolax-Karelens valkrets,Savo-Karelia constituency,"13",Pohjois-Savon hyvinvointialue,Norra Savolax välfärdsområde,North Savo wellbeing services county,"204",Kaavi,Kaavi,Kaavi,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,20.6,"1221",5.16726612988772
Kajaani,kunta4500k_2022.70,"205","2022",Kajana,Kajaani,Kajaani,Kajana,Kajaani,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"14",Kainuun ELY-keskus,NTM-centralen i Kajanaland,Kainuu ELY Centre,"18",Kainuu,Kajanaland,Kainuu,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"182",Kajaani,Kajana,Kajaani,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"19",Kainuun SHP,Kajanalands SVD,Kainuu Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D8,Kainuu,Kajanaland,Kainuu,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"20",Kainuun hyvinvointialue,Kajanalands välfärdsområde,Kainuu wellbeing services county,"205",Kajaani,Kajaani,Kajana,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,III kuntaryhmä,3,Kommungrupp III,Municipality in category III,14.3,"1658",8.36303003785962
Kalajoki,kunta4500k_2022.71,"208","2022",Kalajoki,Kalajoki,Kalajoki,Kalajoki,Kalajoki,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"177",Ylivieska,Ylivieska,Ylivieska,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"208",Kalajoki,Kalajoki,Kalajoki,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,12.4,"2221",6.17777167677879
Kangasala,kunta4500k_2022.72,"211","2022",Kangasala,Kangasala,Kangasala,Kangasala,Kangasala,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"5",Pirkanmaan ELY-keskus,NTM-centralen i Birkaland,Pirkanmaa ELY Centre,"6",Pirkanmaa,Birkaland,Pirkanmaa,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"64",Tampere,Tammerfors,Tampere,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"6",Pirkanmaan SHP,Birkalands SVD,Pirkanmaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI197,Pirkanmaa,Birkaland,Pirkanmaa,"7",Pirkanmaan vaalipiiri,Birkalands valkrets,Pirkanmaa constituency,"8",Pirkanmaan hyvinvointialue,Birkalands välfärdsområde,Pirkanmaa wellbeing services county,"211",Kangasala,Kangasala,Kangasala,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,8.4,"4486",5.74452326193808
Kangasniemi,kunta4500k_2022.73,"213","2022",Kangasniemi,Kangasniemi,Kangasniemi,Kangasniemi,Kangasniemi,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"3",Itä-Suomen AVI,Östra Finlands RFV,Eastern Finland AVI,"7",Etelä-Savon ELY-keskus,NTM-centralen i Södra Savolax,South Savo ELY Centre,"10",Etelä-Savo,Södra Savolax,South Savo,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"101",Mikkeli,S:t Michel,Mikkeli,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"10",Etelä-Savon SHP,Södra Savolax SVD,South Savo Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D1,Etelä-Savo,Södra Savolax,South Savo,"8",Kaakkois-Suomen vaalipiiri,Sydöstra Finlands valkrets,Southeast Finland constituency,"12",Etelä-Savon hyvinvointialue,Södra Savolax välfärdsområde,South Savo wellbeing services county,"213",Kangasniemi,Kangasniemi,Kangasniemi,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.4,"3593",5.42454190586889
Kankaanpää,kunta4500k_2022.74,"214","2022",Kankaanpää,Kankaanpää,Kankaanpää,Kankaanpää,Kankaanpää,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"3",Satakunnan ELY-keskus,NTM-centralen i Satakunta,Satakunta ELY Centre,"4",Satakunta,Satakunta,Satakunta,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"44",Pohjois-Satakunta,Norra Satakunta,Pohjois-Satakunta,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"4",Satakunnan SHP,Satakunta SVD,Satakunta Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI196,Satakunta,Satakunta,Satakunta,"4",Satakunnan vaalipiiri,Satakunta valkrets,Satakunta constituency,"6",Satakunnan hyvinvointialue,Satakunta välfärdsområde,Satakunta wellbeing services county,"214",Kankaanpää,Kankaanpää,Kankaanpää,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.8,"831",19.4177914021903
Kannonkoski,kunta4500k_2022.75,"216","2022",Kannonkoski,Kannonkoski,Kannonkoski,Kannonkoski,Kannonkoski,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"10",Keski-Suomen ELY-keskus,NTM-centralen i Mellersta Finland,Central Finland ELY Centre,"13",Keski-Suomi,Mellersta Finland,Central Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"138",Saarijärvi-Viitasaari,Saarijärvi-Viitasaari,Saarijärvi-Viitasaari,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"14",Keski-Suomen SHP,Mellersta Finlands SVD,Central Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI193,Keski-Suomi,Mellersta Finland,Central Finland,"11",Keski-Suomen vaalipiiri,Mellersta Finlands valkrets,Central Finland constituency,"15",Keski-Suomen hyvinvointialue,Mellersta Finlands välfärdsområde,Central Finland wellbeing services county,"216",Kannonkoski,Kannonkoski,Kannonkoski,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,20.4,"842",3.19888354431499
Kannus,kunta4500k_2022.76,"217","2022",Kannus,Kannus,Kannus,Kannus,Kannus,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"12",Pohjanmaan ELY-keskus,NTM-centralen i Österbotten,Ostrobothnia ELY Centre,"16",Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"162",Kokkola,Karleby,Kokkola,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"17",Keski-Pohjanmaan SHP,Mellersta Österbottens SVD,Central Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D5,Keski-Pohjanmaa,Mellersta Österbotten,Central Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"18",Keski-Pohjanmaan hyvinvointialue,Mellersta Österbottens välfärdsområde,Central Ostrobothnia wellbeing services county,"217",Kannus,Kannus,Kannus,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,11.3,"115",14.1540236849013
Karijoki,kunta4500k_2022.77,"218","2022",Bötom,Karijoki,Karijoki,Bötom,Karijoki,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"141",Suupohja,Suupohja,Suupohja,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"218",Karijoki,Karijoki,Bötom,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,17.3,"95",3.57097841501236
Karkkila,kunta4500k_2022.78,"224","2022",Högfors,Karkkila,Karkkila,Högfors,Karkkila,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"1",Uudenmaan ELY-keskus,NTM-centralen i Nyland,Uusimaa ELY Centre,"1",Uusimaa,Nyland,Uusimaa,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"11",Helsinki,Helsingfors,Helsinki,2022,"1",Helsinki-Uusimaa,Helsingfors - Nyland,Helsinki-Uusimaa,"25",Helsingin ja Uudenmaan SHP,Helsingfors och Nylands SVD,Helsinki and Uusimaa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1B,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,FI1B1,Helsinki-Uusimaa,Helsingfors-Nyland,Helsinki-Uusimaa,"2",Uudenmaan vaalipiiri,Nylands valkrets,Uusimaa constituency,"3",Länsi-Uudenmaan hyvinvointialue,Västra Nylands välfärdsområde,West Uusimaa wellbeing services county,"224",Karkkila,Karkkila,Högfors,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,13.2,"973",4.02637382709294
Kärkölä,kunta4500k_2022.120,"316","2022",Kärkölä,Kärkölä,Kärkölä,Kärkölä,Kärkölä,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"1",Etelä-Suomen AVI,Södra Finlands RFV,Southern Finland AVI,"4",Hämeen ELY-keskus,NTM-centralen i Tavastland,Häme ELY Centre,"7",Päijät-Häme,Päijänne-Tavastland,Päijät-Häme,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"71",Lahti,Lahtis,Lahti,2022,"2",Etelä-Suomi,Södra Finland,Southern Finland,"7",Päijät-Hämeen SHP,Päijät-Häme SVD,Päijät-Häme Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1C,Etelä-Suomi,Södra Finland,Southern Finland,FI1C3,Päijät-Häme,Päijänne – Tavastland,Päijät-Häme,"6",Hämeen vaalipiiri,Tavastlands valkrets,Häme constituency,"9",Päijät-Hämeen hyvinvointialue,Päijänne-Tavastlands välfärdsområde,Päijät-Häme wellbeing services county,"316",Kärkölä,Kärkölä,Kärkölä,"1",Helsingin yliopistollisen keskussairaalan erityisvastuualue,Helsingfors universitetscentralsjukhus specialupptagningsområdet,Helsinki University Hospital specific catchment area,Eteläinen vakuutuspiiri,1,Södra försäkringsdistriktet,Southern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,13.6,"315",4.96599169253676
Kärsämäki,kunta4500k_2022.121,"317","2022",Kärsämäki,Kärsämäki,Kärsämäki,Kärsämäki,Kärsämäki,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"5",Pohjois-Suomen AVI,Norra Finlands RFV,Northern Finland AVI,"13",Pohjois-Pohjanmaan ELY-keskus,NTM-centralen i Norra Österbotten,North Ostrobothnia ELY Centre,"17",Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"176",Nivala-Haapajärvi,Nivala-Haapajärvi,Nivala-Haapajärvi,2022,"4",Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,"18",Pohjois-Pohjanmaan SHP,Norra Österbottens SVD,North Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI1D,Pohjois- ja Itä-Suomi,Norra och Östra Finland,Northern and Eastern Finland,FI1D9,Pohjois-Pohjanmaa,Norra Österbotten,North Ostrobothnia,"12",Oulun vaalipiiri,Uleåborgs valkrets,Oulu constituency,"19",Pohjois-Pohjanmaan hyvinvointialue,Norra Österbottens välfärdsområde,North Ostrobothnia wellbeing services county,"317",Kärsämäki,Kärsämäki,Kärsämäki,"5",Oulun yliopistollisen sairaalan erityisvastuualue,Uleåborgs universitetssjukhus specialupptagningsområdet,Oulu University Hospital specific catchment area,Pohjoinen vakuutuspiiri,5,Norra försäkringsdistriktet,Northern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,14.7,"102",8.46194009215404
Karstula,kunta4500k_2022.79,"226","2022",Karstula,Karstula,Karstula,Karstula,Karstula,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"10",Keski-Suomen ELY-keskus,NTM-centralen i Mellersta Finland,Central Finland ELY Centre,"13",Keski-Suomi,Mellersta Finland,Central Finland,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"138",Saarijärvi-Viitasaari,Saarijärvi-Viitasaari,Saarijärvi-Viitasaari,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"14",Keski-Suomen SHP,Mellersta Finlands SVD,Central Finland Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI193,Keski-Suomi,Mellersta Finland,Central Finland,"11",Keski-Suomen vaalipiiri,Mellersta Finlands valkrets,Central Finland constituency,"15",Keski-Suomen hyvinvointialue,Mellersta Finlands välfärdsområde,Central Finland wellbeing services county,"226",Karstula,Karstula,Karstula,"4",Kuopion yliopistollisen sairaalan erityisvastuualue,Kuopio universitetssjukhus specialupptagningsområdet,Kuopio University Hospital specific catchment area,Itäinen vakuutuspiiri,4,Östra försäkringsdistriktet,Eastern Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,15,"873",2.84013986545401
Karvia,kunta4500k_2022.80,"230","2022",Karvia,Karvia,Karvia,Karvia,Karvia,"3",Maaseutumaiset kunnat,Landsbygdskommuner,Rural municipalities,"2",Lounais-Suomen AVI,Sydvästra Finlands RFV,Southwestern Finland AVI,"3",Satakunnan ELY-keskus,NTM-centralen i Satakunta,Satakunta ELY Centre,"4",Satakunta,Satakunta,Satakunta,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"44",Pohjois-Satakunta,Norra Satakunta,Pohjois-Satakunta,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"4",Satakunnan SHP,Satakunta SVD,Satakunta Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI196,Satakunta,Satakunta,Satakunta,"4",Satakunnan vaalipiiri,Satakunta valkrets,Satakunta constituency,"6",Satakunnan hyvinvointialue,Satakunta välfärdsområde,Satakunta wellbeing services county,"230",Karvia,Karvia,Karvia,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,19.3,"340",11.273703751887
Kaskinen,kunta4500k_2022.81,"231","2022",Kaskö,Kaskinen,Kaskinen,Kaskö,Kaskinen,"1",Kaupunkimaiset kunnat,Urbana kommuner,Urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"12",Pohjanmaan ELY-keskus,NTM-centralen i Österbotten,Ostrobothnia ELY Centre,"15",Pohjanmaa,Österbotten,Ostrobothnia,"1","Kaksikielinen kunta, jossa enemmistön kieli on suomi",Tvåspråkig kommun med finska som flertalets språk,Bilingual municipality with Finnish-speaking majority,"153",Sydösterbotten,Sydösterbotten,Sydösterbotten,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"16",Vaasan SHP,Vasa SVD,Vaasa Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI195,Pohjanmaa,Österbotten,Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"17",Pohjanmaan hyvinvointialue,Österbottens välfärdsområde,Ostrobothnia wellbeing services county,"231",Kaskinen,Kaskinen,Kaskö,"2",Turun yliopistollisen sairaalan erityisvastuualue,Åbo universitetssjukhus specialupptagningsområdet,Turku University Hospital specific catchment area,Läntinen vakuutuspiiri,2,Västra försäkringsdistriktet,Western Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,13.6,"167",28.3921184995439
Kauhajoki,kunta4500k_2022.82,"232","2022",Kauhajoki,Kauhajoki,Kauhajoki,Kauhajoki,Kauhajoki,"2",Taajaan asutut kunnat,Tätortskommuner,Semi-urban municipalities,"4",Länsi- ja Sisä-Suomen AVI,Västra och Inre Finlands RFV,Western and Inland Finland AVI,"11",Etelä-Pohjanmaan ELY-keskus,NTM-centralen i Södra Österbotten,South Ostrobothnia ELY Centre,"14",Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"0",Yksikielinen suomenkielinen kunta,Enspråkig finsk kommun,Monolingual Finnish-speaking municipality,"141",Suupohja,Suupohja,Suupohja,2022,"3",Länsi-Suomi,Västra Finland,Western Finland,"15",Etelä-Pohjanmaan SHP,Syd-Österbottens SVD,South Ostrobothnia Hospital District,FI1,MANNER-SUOMI,FASTLANDSFINLAND,MAINLAND FINLAND,FI19,Länsi-Suomi,Västra Finland,Western Finland,FI194,Etelä-Pohjanmaa,Södra Österbotten,South Ostrobothnia,"10",Vaasan vaalipiiri,Vasa valkrets,Vaasa constituency,"16",Etelä-Pohjanmaan hyvinvointialue,Södra Österbottens välfärdsområde,South Ostrobothnia wellbeing services county,"232",Kauhajoki,Kauhajoki,Kauhajoki,"3",Tampereen yliopistollisen sairaalan erityisvastuualue,Tammerfors universitetssjukhus specialupptagningsområdet,Tampere University Hospital specific catchment area,Keskinen vakuutuspiiri,3,Mellersta försäkringsdistriktet,Central Insurance District,IV kuntaryhmä,4,Kommungrupp IV,Municipality in category IV,16.8,"590",13.4266938056774
